Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
8/23/2017,690.96,715.67,651.32,669.4,"501,983,000","11,416,800,000",,
8/22/2017,596.19,734.88,570.27,690.88,"1,393,260,000","9,844,620,000",,
8/21/2017,723.7,756.59,573.47,599.63,"1,123,400,000","11,943,100,000",,
8/20/2017,772.42,858.96,683.94,712.87,"1,494,020,000","12,742,600,000",,
8/19/2017,697.04,1091.97,625.16,754.56,"3,196,230,000","11,498,100,000",,
8/18/2017,458.67,764.07,458.67,690.24,"3,087,490,000","7,565,590,000",,
8/17/2017,301.02,460.53,293.1,460.53,"744,605,000","4,964,980,000",,
8/16/2017,297.97,307.62,290.21,300.21,"106,436,000","4,914,350,000",,
8/15/2017,298.19,306.52,292.88,297.86,"133,924,000","4,917,480,000",,
8/14/2017,296.1,327.39,293.5,297.68,"174,968,000","4,882,720,000",,
8/13/2017,316.29,317.47,298.05,298.05,"120,722,000","5,215,330,000",,
8/12/2017,327.82,341.85,313.7,317.09,"126,007,000","5,405,200,000",,
8/11/2017,275.88,351.16,275.02,328.24,"233,971,000","4,548,600,000",,
8/10/2017,305.21,311.68,274.68,275.95,"136,637,000","5,031,790,000",,
8/9/2017,345.28,349.32,298.61,303.89,"165,032,000","5,691,960,000",,
8/8/2017,321.35,386.29,309.61,345.49,"274,880,000","5,297,390,000",,
8/7/2017,223.76,373.87,223.76,319.69,"346,546,000","3,688,360,000",,
8/6/2017,212.18,223.7,203.44,220.66,"107,606,000","3,497,290,000",,
8/5/2017,231.11,273.04,200.98,213.15,"144,043,000","3,809,330,000",,
8/4/2017,362.18,386.93,233.05,233.05,"185,038,000","5,969,720,000",,
8/3/2017,448.49,519.28,364.05,364.05,"161,518,000","7,392,030,000",,
8/2/2017,382.38,756.93,309.33,452.66,"416,207,000","6,302,360,000",,
8/1/2017,294.6,426.11,210.38,380.01,"65,988,800",-,,
7/31/2017,346.36,347.82,266.19,294.46,"1,075,960",-,,
7/30/2017,385.14,385.14,316.25,345.66,"606,695",-,,
7/29/2017,410.56,423.73,323.73,384.77,"737,815",-,,
7/28/2017,386.65,465.18,217.06,406.05,"1,230,160",-,,
7/27/2017,417.1,460.97,367.78,385.48,"533,207",-,,
7/26/2017,407.08,486.16,321.79,365.82,"1,784,640",-,,
7/25/2017,441.35,541.66,338.09,406.9,"524,908",-,,
7/24/2017,412.58,578.89,409.21,440.7,"190,952",-,,
7/23/2017,555.89,578.97,411.78,413.06,"85,013",-,,
