Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
10/24/2017,283.94,302.65,277.2,293.2,"59,674,600","2,169,120,000",DASH,-0.028114135
10/23/2017,275.44,291.24,263.91,284.23,"52,259,300","2,103,630,000",DASH,0.067684119
10/22/2017,277.93,283.88,269.73,275.7,"46,070,400","2,122,130,000",DASH,0.051073378
10/21/2017,288.95,290.12,272.08,277.86,"47,244,600","2,205,720,000",DASH,0.050474517
10/20/2017,295.41,301.66,288.19,289.19,"47,125,400","2,254,410,000",DASH,0.20466003
10/19/2017,297.85,300.16,291.89,295.47,"30,741,800","2,272,420,000",DASH,-0.215436219
10/18/2017,300.02,300.19,280.05,297.26,"38,693,900","2,288,450,000",DASH,-0.072154472
10/17/2017,302.28,304.33,298.17,299.88,"42,569,400","2,305,090,000",DASH,0.023710822
10/16/2017,309.46,310.98,300.75,302.21,"38,139,700","2,359,250,000",DASH,-0.011241538
10/15/2017,317.01,317.01,294.34,309.51,"45,301,300","2,416,140,000",DASH,-0.009683208
10/14/2017,310.23,319.02,306.94,316.69,"43,951,700","2,363,830,000",DASH,-0.035258994
10/13/2017,292.39,311.69,289.19,310.38,"69,258,500","2,227,330,000",DASH,-0.030041044
10/12/2017,298.12,298.4,290.04,291.91,"42,625,600","2,270,420,000",DASH,-0.007331505
10/11/2017,291.41,301.5,286.64,298.4,"26,434,900","2,218,760,000",DASH,0.057961298
10/10/2017,283.55,296.02,280.08,291.27,"32,941,200","2,158,330,000",DASH,0.032662207
10/9/2017,299.7,300.84,271.83,283.67,"52,085,800","2,280,670,000",DASH,-0.114332941
10/8/2017,310.25,315.02,301.11,302.48,"33,683,300","2,360,300,000",DASH,0.004962919
10/7/2017,307.54,314.22,303.77,310.49,"27,552,700","2,339,080,000",DASH,-0.110182197
10/6/2017,305.25,311.21,304.36,306.88,"22,935,800","2,321,080,000",DASH,0.040828747
10/5/2017,305.39,307.54,296.74,305.4,"27,180,400","2,321,550,000",DASH,0.026453591
10/4/2017,296.74,315.79,296.74,305.46,"40,983,500","2,255,220,000",DASH,0.024333268
10/3/2017,308.56,310.21,291.7,296.24,"37,104,400","2,342,990,000",DASH,0.006691679
10/2/2017,315.95,320.79,306.57,308.69,"29,696,600","2,398,500,000",DASH,-0.01577931
10/1/2017,326.94,327.5,315.76,315.8,"25,835,800","2,481,300,000",DASH,-0.093726587
9/30/2017,327.34,331.81,326.16,327.14,"27,802,400","2,483,630,000",DASH,0.268237757
9/29/2017,337.93,338.89,318.7,327.7,"38,011,000","2,563,340,000",DASH,-0.006354
9/28/2017,345.97,346.54,328.83,338.25,"49,620,000","2,623,640,000",DASH,0.076495085
9/27/2017,338.69,348.49,337.57,346.43,"52,033,700","2,567,810,000",DASH,0.007264339
9/26/2017,345.08,349.49,338.35,339.1,"45,406,700","2,615,520,000",DASH,0.039994292
9/25/2017,330.63,346.35,330.63,345.09,"58,356,100","2,505,380,000",DASH,-0.048303094
9/24/2017,350.4,358.04,331.17,331.85,"111,537,000","2,654,460,000",DASH,0.020818876
9/23/2017,346.76,358.44,342.39,350.79,"55,928,100","2,626,220,000",DASH,0.284995772
9/22/2017,331.11,355.75,331.11,346.58,"90,613,000","2,507,060,000",DASH,-0.040882655
9/21/2017,342.41,369.07,321.81,330.05,"146,454,000","2,591,910,000",DASH,0.008809051
9/20/2017,323.78,351.19,316.72,342.43,"74,246,200","2,450,240,000",DASH,0.138189845
9/19/2017,333.64,334.27,312.91,324.26,"34,362,500","2,524,200,000",DASH,0.018618619
9/18/2017,311.89,335.44,311.89,333,"56,189,000","2,359,070,000",DASH,0.005647438
9/17/2017,298.59,315.58,278.17,313.84,"38,081,600","2,257,850,000",DASH,-0.03609125
9/16/2017,284.5,301.23,276.57,298.86,"43,702,600","2,150,800,000",DASH,-0.003539909
9/15/2017,236.05,300.11,220.51,284.36,"72,695,500","1,784,040,000",DASH,0.024748531
9/14/2017,301.11,303.74,236.24,236.24,"35,013,800","2,275,100,000",DASH,0.007015434
9/13/2017,324.72,325.16,287.25,301.29,"28,322,500","2,452,930,000",DASH,-0.02223422
9/12/2017,318.42,328.6,318.42,325.97,"27,190,400","2,404,680,000",DASH,0.036931529
9/11/2017,322.02,332.12,315.91,318.4,"25,159,900","2,431,230,000",DASH,0.042947057
9/10/2017,323.24,323.24,295.86,320.11,"27,435,400","2,439,780,000",DASH,-0.023643591
9/9/2017,334.95,335.13,313.69,323.14,"23,244,600","2,527,540,000",DASH,0.036745828
9/8/2017,343.53,368.17,317.95,333.21,"63,012,500","2,591,570,000",DASH,0.000267494
9/7/2017,346.45,347.57,333.8,343.91,"24,715,700","2,612,980,000",DASH,0.020854943
9/6/2017,328.15,348.45,326.95,347.17,"35,294,300","2,474,300,000",DASH,-0.012043638
9/5/2017,316.88,333.83,286.53,327.23,"53,928,800","2,388,710,000",DASH,0.030970982
9/4/2017,356.94,357.21,301.84,316.13,"44,170,200","2,689,920,000",DASH,0.030955819
9/3/2017,354.63,373.08,338.23,356.39,"34,945,200","2,670,270,000",DASH,-0.06810461
